orbital_period,transit_depth,radius_ratio,stellar_radius,stellar_mass,signal_to_noise,duration_hours,is_planet
24.08632177,0.0010417,0.033194,,,18.0,2.236,1.0
67.230028,0.0003791,0.02202,,,39.5,25.01,0.0
37.9456138,0.0010329,0.029502,,,24.0,4.093,1.0
24.1738244,0.0005326,0.020897,,,21.5,3.056,1.0
16.09227518,0.0001285,0.013459,,,18.1,2.1072,1.0
28.9060526,9.9e-05,0.010783,,,13.3,3.099,1.0
62.7843981,0.000325,0.016583,,,21.1,4.81,1.0
20.0983676,0.00015780000000000001,0.011476,,,20.9,5.207,1.0
40.8792243,0.0004136,0.020582,,,23.4,7.005,0.0
18.8262877,0.0007957999999999999,0.025362,,,19.9,2.344,1.0
4.76702759,0.00016340000000000001,0.011605,,,14.3,2.013,1.0
40.0088894,0.0005823,0.185777,,,20.2,3.616,0.0
6.58738839,0.0002585,0.015075,,,15.7,4.758,0.0
13.71218522,0.0007867000000000001,0.027248,,,22.6,2.437,1.0
12.14684625,7.07e-05,0.008175,,,27.1,6.197,1.0
7.46718958,7.57e-05,0.008144,,,18.8,3.633,1.0
0.874629873,6.809999999999999e-05,0.007979,,,19.2,1.782,0.0
5.46091846,0.000172,0.012282,,,21.2,1.781,0.0
3.17323012,0.0002045,0.012708,,,21.4,1.9094,1.0
13.2970695,0.0002197,0.013131,,,14.9,3.283,1.0
11.7761073,0.0002813,0.017456,,,15.1,2.829,0.0
1.867281146,0.0007011000000000001,0.278578,,,58.5,7.495,0.0
9.30991834,0.0001145,0.010094,,,19.2,3.455,1.0
3.23941775,7.740000000000001e-05,0.008203,,,17.2,2.569,1.0
2.9322509,0.00018119999999999999,0.0126,,,13.1,2.931,0.0
15.0896415,7.78e-05,0.008074,,,29.5,4.3349,1.0
8.74292005,0.0007795,0.024586,,,30.7,2.6277,1.0
3.64830183,0.0003717,0.017009,,,19.9,1.9985,1.0
2.345863002,0.0003167,0.015717,,,19.6,1.6795,1.0
37.1011418,0.0013575,0.034349,,,55.2,5.5556,1.0
1.20320092,0.0028071,0.334324,,,250.8,1.9197,0.0
13.22175358,0.0008765,0.027249,,,93.6,2.7884,1.0
19.80787763,0.0006163,0.022635,,,20.1,3.453,1.0
2.343230566,0.0002465,0.01386,,,23.9,2.0424,1.0
40.7150498,0.0005639,0.022834,,,56.4,8.587,1.0
10.44635944,0.0003542,0.022657,,,34.4,2.749,1.0
2.508553286,0.0002116,0.013262,,,26.8,2.2664,1.0
13.75129636,0.0003485,0.01723,,,24.6,3.853,1.0
4.437962934,0.0163876,0.116814,,,3535.6,4.69813,1.0
5.1443645,0.00031069999999999996,0.015692,,,20.2,2.703,1.0
18.45848388,0.0005353,0.024147,,,41.5,3.3703,1.0
25.9421582,0.0005697,0.022458,,,31.6,4.045,1.0
33.3856176,0.0005532,0.022235,,,37.1,5.0361,1.0
4.887803076,0.0043158,0.057823,,,862.3,2.36255,1.0
8.72585478,0.00044669999999999996,0.023183,,,37.7,4.473,1.0
12.88291395,0.0004605,0.025515,,,33.6,5.676,1.0
27.4345973,0.00047260000000000005,0.020758,,,25.3,5.038,1.0
4.22453631,0.0001591,0.012939,,,16.7,3.128,1.0
30.360445359,0.0211247,0.131544,,,1126.2,6.0134,1.0
44.5520266,0.0003621,0.018527,,,16.7,6.0,1.0
10.57910009,0.00032930000000000004,0.016983,,,17.9,1.4553,0.0
1.480283464,6.05e-05,0.007091,,,21.3,2.486,1.0
33.8677783,0.0008948,0.030574,,,23.8,3.72,1.0
2.49047468,0.00022219999999999998,0.014075,,,20.7,2.2003,0.0
1.855557556,0.0105701,0.097147,,,1853.8,2.35672,1.0
2.17257963,0.0003355,0.127814,,,27.1,1.5794,0.0
6.814984472,0.0239153,0.1589,,,742.2,3.05409,0.0
4.067371428,0.0634467,0.840138,,,1094.6,5.8962,0.0
35.51619219,0.010984,7.564549,,,85.4,2.5,0.0
55.25178622,0.039873599999999995,0.300696,,,585.0,6.094,0.0
11.720123999,0.009763299999999999,0.094404,,,707.3,3.0039,1.0
0.589049151,0.0619534,0.469243,,,1227.6,2.25397,0.0
6.76690759,0.0002493,0.015191,,,29.7,1.7062,1.0
10.26231992,0.0008139,0.033623,,,17.3,3.568,0.0
34.1732156,0.000635,0.026045,,,38.9,4.7679,1.0
1.682934607,0.0001427,0.011608,,,24.5,1.8846,1.0
16.7364755,0.001147,0.038278,,,9.9,2.151,1.0
9.59068586,0.0005446,0.021503,,,40.0,3.452,1.0
42.94386258,0.0092079,0.405464,,,273.0,3.7591,0.0
5.75321539,0.0007338,0.03095,,,31.8,1.7948,1.0
32.9045733,0.0006623,0.259526,,,19.7,4.402,0.0
5.50860699,0.0002039,0.015422,,,38.2,3.0788,1.0
18.93055119,0.000684,0.024576,,,26.2,3.372,1.0
6.312508525,0.001286,0.032005,,,112.5,2.7455,1.0
6.56226483,0.0002608,0.01552,,,41.2,4.0144,1.0
7.81153999,0.0009128,0.303875,,,41.3,5.984,0.0
0.934885365,0.00027039999999999996,0.01638,,,57.8,1.4083,1.0
201.118319,0.0005847999999999999,0.021853,,,34.7,10.328,1.0
24.7577652,0.0004587,0.023093,,,37.6,6.998,1.0
12.466004437,0.0022321,0.043414,,,304.6,5.0066,1.0
27.36432337,0.0022825,0.326675,,,42.3,3.545,0.0
12.7983174,0.0003366,0.01815,,,38.2,6.401,1.0
39.3135699,0.0005001000000000001,0.020516,,,33.8,5.0137,1.0
5.94565516,0.0004012,0.018129,,,28.5,2.1604,1.0
1.52373073,0.0003647,0.022705,,,34.1,1.4796,1.0
17.23232894,0.0005098,0.020998,,,64.1,4.5568,1.0
6.14728341,0.00011970000000000001,0.009757,,,26.8,2.7645,1.0
2.800111267,0.0007067,0.027766,,,33.5,1.0237,1.0
1.728528176,0.0001976,0.014151,,,26.2,3.682,0.0
14.97436238,0.0002654,0.014655,,,24.9,2.4461,1.0
2.637574744,0.0054235,0.081431,,,222.8,5.4573,0.0
23.5541012,9.52e-05,0.009353,,,29.9,7.3,1.0
4.27121961,0.0009667,0.029689,,,38.0,2.9283,0.0
41.6977582,0.0006848,0.02375,,,27.7,5.513,1.0
1.306984786,0.0003021,0.163565,,,38.4,1.194,0.0
2.344512589,5.89e-05,0.00784,,,21.9,1.4116,1.0
2.576571021,0.0008527999999999999,0.0267,,,63.6,1.5997,1.0
18.3027235,0.00018669999999999998,0.013531,,,24.7,8.262,1.0
2.888904439,0.00040219999999999996,0.020322,,,23.7,1.6043,1.0
210.631486,0.0016577999999999999,0.038919,,,25.9,8.419,1.0
0.805259637,0.0003418,0.017291,,,50.2,0.9779,0.0
6.383159135,0.0023131999999999996,0.043356,,,64.4,1.7504,1.0
91.500873,0.0007048,0.023662,,,22.6,4.842,1.0
44.2993483,0.0007978999999999999,0.026848,,,23.2,4.298,1.0
5.23340265,0.0002421,0.014219,,,12.7,3.242,0.0
15.03366411,0.00037489999999999995,0.017431,,,22.2,3.272,1.0
0.759706632,3.97e-05,0.006034,,,21.6,1.0896,0.0
10.49566303,0.00010609999999999999,0.00948,,,48.7,4.7356,1.0
4.37033233,0.0001778,0.012063,,,17.7,2.845,1.0
62.6825769,0.0003989,0.117521,,,17.8,2.327,0.0
50.5715805,0.0012825999999999998,0.032084,,,19.9,3.726,0.0
2.032319072,0.0003155,0.016327,,,24.5,1.6762,1.0
5.05661302,0.00013790000000000002,0.01123,,,17.6,3.926,1.0
24.3344939,0.00032310000000000005,0.01646,,,18.1,6.557,1.0
131.187921,0.0009159,0.026732,,,23.9,6.905,1.0
2.17489806,7.48e-05,0.008631,,,29.3,4.599,0.0
25.8859397,0.0002171,0.016887,,,16.1,4.548,1.0
2.607545159,0.0003515,0.017257,,,23.0,1.3916,1.0
23.4772553,0.0001414,0.010955,,,17.6,6.735,1.0
66.5576728,0.00021419999999999998,0.013335,,,21.3,10.532,1.0
2.01948607,0.00027539999999999997,0.020811,,,27.9,5.248,0.0
3.04468229,7.14e-05,0.008074,,,22.2,5.951,0.0
4.98845099,0.0001939,0.01264,,,23.3,7.453,0.0
36.7704935,0.0013465999999999999,0.034299,,,40.8,4.42,1.0
14.58932429,0.0008313,0.028129,,,29.3,2.4184,1.0
0.764017553,0.0001282,0.010487,,,13.2,1.103,1.0
59.8780258,0.0014191,0.033448,,,51.8,4.8027,1.0
3.546531809,0.00044269999999999997,0.02022,,,26.4,2.2746,1.0
5.70070626,0.0003798,0.018897,,,15.2,1.6408,1.0
13.7223682,0.0005711000000000001,0.021681,,,97.9,5.1231,1.0
5.41908491,0.000231,0.014334,,,20.2,2.3379,1.0
7.01733571,0.0002555,0.015214,,,15.5,3.567,1.0
9.27989,0.0001643,0.012195,,,8.6,3.33,0.0
17.4217322,0.0002084,0.013447,,,9.3,4.718,0.0
6.91134223,0.0002017,0.01292,,,44.0,5.6743,1.0
394.6249514,0.0020133,0.041298,,,234.6,24.108,1.0
4.288515468,0.0034566999999999996,0.349955,,,292.1,2.2959,0.0
10.04556377,0.0006714,0.023478,,,66.5,3.2027,1.0
8.48039789,0.00025969999999999997,0.014903,,,22.7,6.249,0.0
1.333395306,0.0001145,0.009657,,,11.5,1.188,0.0
7.71467686,0.0002339,0.016382,,,33.3,4.5871,1.0
11.8061737,8.81e-05,0.010108,,,10.1,4.472,1.0
4.4444826,0.000163,0.01451,,,18.0,3.686,1.0
2.35574505,0.0002669,0.015115,,,17.0,1.796,1.0
19.65639342,0.0008432,0.035083,,,25.5,3.226,1.0
26.0692512,0.0008315,0.237548,,,59.7,7.487,0.0
9.69501146,0.0005152000000000001,0.020883,,,18.3,2.75,1.0
15.3825394,0.0005505,0.021393,,,18.4,3.815,1.0
1.818939148,0.0003312,0.017318,,,39.3,1.644,0.0
3.307669761,0.0002431,0.014895,,,66.7,1.672,0.0
52.069002,0.0005583,0.021433,,,25.6,3.0089,1.0
3.183961388,0.039268,0.193669,,,339.2,3.7875,0.0
0.759766456,0.0004805,0.258989,,,73.0,5.323,0.0
5.0825188,0.000105,0.009622,,,17.1,3.328,0.0
1.992812339,0.0003148,0.148573,,,16.8,2.066,1.0
63.9354965,0.0012506,0.247961,,,57.6,13.321,0.0
91.05641908,0.0576076,0.464918,,,701.1,6.7282,0.0
120.00336404,0.039596,0.206779,,,131.1,3.3803,0.0
83.09708021,0.0158602,0.199089,,,277.2,9.2639,0.0
2.368173896,0.010143,0.100933,,,52.9,2.346,0.0
4.442520831,0.0005315,0.027421,,,100.3,2.4779,0.0
7.03932913,0.0008367,0.034474,,,48.6,3.514,1.0
49.6075771,0.0006267,0.025127,,,44.9,2.9575,1.0
16.84183355,0.0008221,0.027911,,,23.6,2.6194,1.0
4.194496867,0.0006607000000000001,0.027522,,,45.0,1.7807,1.0
67.844689,0.00021119999999999998,0.013389,,,18.9,11.757,1.0
20.67876365,0.00032389999999999996,0.017394,,,42.6,4.6395,1.0
9.59993246,0.0002712,0.014963,,,52.0,4.3206,1.0
2.0248205,6.33e-05,0.007277,,,20.2,2.55,1.0
35.01190875,0.0004367,0.023595,,,34.0,2.868,1.0
42.2625935,0.0006922,0.032285,,,40.7,4.465,0.0
16.57099265,0.0006449,0.023913,,,40.9,2.9052,1.0
27.3214242,0.0002796,0.022773,,,14.9,4.836,1.0
85.517344,0.0002702,0.019208,,,12.9,9.331,1.0
16.00351679,0.0006682999999999999,0.237257,,,29.9,4.001,0.0
2.115498574,0.0004442,0.23666,,,45.4,6.738,0.0
10.13200555,0.0009116,0.02728,,,37.6,3.1683,1.0
14.092583189,0.0005304,0.021681,,,17.8,4.1536,1.0
1.090011003,0.00017480000000000002,0.012356,,,12.6,1.5,1.0
34.3511339,0.0005993999999999999,0.026053,,,28.8,4.4408,1.0
3.00725068,0.0002858,0.018345,,,30.0,4.4302,1.0
80.2321467,0.0008887000000000001,0.033375,,,24.9,4.656,1.0
147.97391,0.0012671,0.032114,,,26.4,6.854,1.0
1.877350712,0.00018559999999999998,0.012667,,,23.1,1.7478,0.0
4.79029482,0.000142,0.011014,,,23.1,2.7219,1.0
38.6715843,0.0005993,0.024605,,,25.2,5.532,1.0
8.32651854,0.00026789999999999995,0.016452,,,27.2,5.483,1.0
2.949029106,0.00035830000000000004,0.016815,,,29.3,2.0311,1.0
37.8658964,0.0003952,0.018061,,,25.9,4.782,1.0
0.925589891,0.0004008,0.018924,,,20.6,1.967,0.0
17.14648756,0.0004403,0.02359,,,28.3,4.2354,1.0
3.97076603,0.0003492,0.018881,,,23.9,1.814,1.0
2.352273912,0.00031860000000000005,0.015785,,,20.4,1.7389,1.0
22.0425953,0.000348,0.209167,,,90.4,61.2018,0.0
23.34036251,0.0006151,0.022658,,,18.2,2.054,1.0
0.366197145,0.0002753,0.014924,,,16.7,1.2335,0.0
18.59611518,0.0008137999999999999,0.025959,,,27.6,2.3052,1.0
106.247882,0.00039739999999999996,0.01889,,,24.0,13.78,1.0
4.64495172,0.0001474,0.011202,,,19.8,3.366,1.0
31.8055128,0.0001417,0.011023,,,10.9,3.979,1.0
3.849371737,0.0012986,0.039601,,,132.7,2.632,1.0
12.81590421,0.0002205,0.014067,,,106.7,6.3856,1.0
20.6180348,0.0007695,0.024893,,,16.3,3.267,1.0
6.0959841,0.0001127,0.010253,,,29.2,10.39,0.0
22.9221181,0.00014030000000000002,0.011289,,,24.0,8.2,1.0
16.10474503,0.0001241,0.010181,,,25.4,5.712,1.0
0.93374232,0.0003514,0.207803,,,49.1,6.552,0.0
7.42697378,0.0002052,0.013086,,,15.4,3.206,1.0
6.88707073,6.87e-05,0.008082,,,38.2,4.4679,1.0
100.2830675,0.00035119999999999997,0.017719,,,81.9,10.8636,1.0
3.24417541,0.0003719,0.019378,,,18.0,1.992,1.0
14.5123622,0.00035580000000000003,0.021852,,,11.8,4.163,1.0
6.85567248,0.00019769999999999998,0.013131,,,17.2,2.268,0.0
2.28607282,0.0002618,0.014211,,,35.9,7.82,0.0
35.3331932,9.97e-05,0.009621,,,28.8,5.966,1.0
14.02634692,0.0004036,0.021529,,,19.3,1.2808,1.0
1.71030803,0.000216,0.01348,,,21.0,2.718,0.0
79.9201319,0.0013268,0.03473,,,21.9,4.482,0.0
17.83367834,0.0003269,0.016638,,,154.5,4.5112,1.0
22.8030252,6.29e-05,0.007316,,,20.4,4.768,1.0
20.8341497,0.0008031000000000001,0.025636,,,26.2,4.522,1.0
7.0556584,0.0007056,0.024103,,,32.1,3.0479,1.0
12.49340725,0.0007157,0.025332,,,76.2,2.2614,1.0
11.97884409,0.0007079,0.023868,,,27.8,3.751,1.0
3.71545593,0.0003317,0.01657,,,19.6,2.558,1.0
2.58083264,0.0002702,0.014804,,,17.5,2.1729,1.0
1.487084251,0.0002957,0.016766,,,17.9,1.3233,0.0
7.19304935,0.0002553,0.014669,,,19.0,3.407,1.0
8.50698069,0.0002955,0.017613,,,20.7,2.938,1.0
0.669310092,0.0001318,0.010342,,,75.3,1.6274,1.0
4.494498254,0.0002482,0.167135,,,39.3,1.9742,0.0
242.467406,0.00034030000000000003,0.016782,,,23.2,12.808,1.0
44.9306706,0.0004384,0.019559,,,33.8,6.539,1.0
7.16893064,0.00011279999999999999,0.010094,,,36.3,4.6766,1.0
3.989544192,0.00019,0.012443,,,26.2,1.591,1.0
17.9776037,0.0002139,0.014377,,,23.3,4.605,1.0
11.8693144,0.00010190000000000001,0.009947,,,13.9,4.653,1.0
12.98494603,0.00025719999999999996,0.01467,,,38.4,3.4497,1.0
5.093938816,0.025026700000000002,0.152118,,,1131.7,3.93144,0.0
5.69919592,0.0001594,0.011409,,,35.3,2.3906,1.0
40.1097817,0.000732,0.024334,,,40.3,5.2096,1.0
7.891448838,0.0103446,0.093464,,,1955.1,4.2854,1.0
12.264867364,0.0113109,0.110513,,,560.2,4.7366,0.0
5.92365747,0.0004065,0.018295,,,26.4,2.6302,1.0
105.3582299,0.0012102,0.034493,,,22.6,3.81,1.0
56.4758069,0.0010918,0.035104,,,70.0,5.961,1.0
4.693305543,0.0145229,0.111211,,,1765.2,5.17249,0.0
17.276296682,0.010458,0.090661,,,871.4,3.94738,1.0
9.11500269,0.0002683,0.015881,,,21.7,4.558,1.0
62.81584402,0.0016884,0.353656,,,54.6,2.6901,0.0
70.468171,0.0009224,0.027996,,,45.0,6.653,1.0
5.77676732,0.0057948,0.372037,,,74.1,6.822,0.0
2.685223546,0.0054946000000000005,0.369077,,,238.7,4.0632,0.0
1.519529227,0.0083725,0.097397,,,155.1,5.1675,0.0
2.086075752,0.0036578,0.066543,,,102.2,2.2647,0.0
5.334082429,0.0046765,0.062872,,,653.4,6.2226,1.0
4.66271902,0.0016305999999999998,0.037636,,,28.2,2.757,1.0
11.8150174,0.001003,0.033946,,,10.5,2.834,1.0
61.4913415,0.0036924,0.069936,,,70.5,9.627,0.0
1.970340203,0.0004032,0.021783,,,56.3,1.7901,1.0
5.05821338,0.0007482999999999999,0.058714,,,43.2,1.132,1.0
3.132604547,0.009969200000000001,0.377855,,,222.3,3.6337,0.0
20.172024672,0.005368100000000001,0.066137,,,226.8,3.1488,1.0
105.9566815,0.0022864,0.043403,,,51.8,6.9988,1.0
26.85323647,0.0009658,0.027896,,,53.3,4.4557,1.0
16.00496657,0.0003775,0.017862,,,49.8,6.5047,1.0
15.03946326,0.0052377,0.07857,,,181.6,5.1008,0.0
12.7945474,0.0008167000000000001,0.025596,,,54.1,3.4197,1.0
1.954525966,0.0003928,0.019224,,,43.1,2.0944,1.0
105.6552651,0.0013669,0.033986,,,42.3,9.39,1.0
7.23400381,0.0004533,0.019155,,,34.3,2.165,1.0
38.505224,0.0006952000000000001,0.025468,,,35.5,5.941,1.0
1.141877248,0.30949,0.593216,,,2036.3,4.33931,0.0
5.766165573,0.00036480000000000003,0.017485,,,65.6,3.8314,1.0
6.77408984,0.0005202999999999999,0.020933,,,33.6,2.6215,1.0
1.120646438,0.0003225,0.202822,,,45.7,1.7664,0.0
26.41044199,0.0009911,0.03051,,,31.2,3.0715,1.0
8.27745764,0.0001972,0.012663,,,17.3,2.713,1.0
4.100870416,0.123521,0.500096,,,2619.2,8.15361,0.0
26.6951944,0.0001326,0.010567,,,13.4,4.576,1.0
13.24503482,0.0001561,0.011651,,,35.7,4.4078,1.0
77.2550726,0.0005895,0.024976,,,44.0,10.214,1.0
1.791406261,0.0003455,0.040184,,,60.7,2.8159,0.0
3.85690686,0.0001278,0.010442,,,24.3,2.0808,1.0
12.720370263,0.0011801,0.03461,,,485.5,2.7306,1.0
10.32736351,0.0001269,0.011237,,,9.7,1.889,1.0
11.93205399,0.0001785,0.01206,,,32.3,6.205,1.0
7.54235832,0.0001325,0.0105,,,25.8,4.73,1.0
3.61460279,6.48e-05,0.007519,,,14.9,3.227,1.0
13.15140223,9.779999999999999e-05,0.010455,,,25.5,5.439,1.0
18.5084526,0.0007589,0.286358,,,30.1,6.596,1.0
5.53533152,0.00026060000000000005,0.014566,,,27.5,2.793,1.0
16.7261969,0.0001949,0.01301,,,11.6,2.708,1.0
3.757294695,0.00027330000000000003,0.015786,,,23.4,0.9269,1.0
3.2828024,0.0001425,0.010816,,,24.4,3.2532,1.0
5.02818253,0.00018130000000000002,0.012294,,,26.1,3.526,1.0
1.897828815,0.0001324,0.010464,,,27.2,2.7114,1.0
16.48686712,0.0009878999999999999,0.23474,,,22.1,1.431,1.0
2.685054445,0.00025269999999999996,0.016076,,,28.9,1.0473,1.0
3.51289168,0.000131,0.010499,,,27.3,3.313,0.0
16.8600805,0.0002734,0.016086,,,22.4,5.557,1.0
4.89336495,0.0001383,0.010904,,,15.9,3.485,1.0
8.93484887,0.0001359,0.012415,,,9.7,2.579,1.0
4.60300256,0.0003025,0.015352,,,22.2,2.6848,1.0
0.766691517,0.000244,0.014221,,,29.5,1.2638,1.0
16.9329284,0.0004883,0.020585,,,20.4,1.218,0.0
0.495434094,0.00028789999999999995,0.015358,,,57.2,1.2496,0.0
12.00089667,0.0004207,0.019481,,,20.0,3.266,1.0
1.916940872,0.0001051,0.009377,,,17.7,1.4243,1.0
12.425866431,0.0002579,0.020606,,,62.2,29.1428,0.0
25.5433704,0.00013859999999999998,0.010853,,,28.4,8.567,1.0
45.0909201,0.00043630000000000003,0.024803,,,14.1,4.605,1.0
15.0539886,0.0002215,0.016079,,,16.3,4.422,1.0
68.8861017,0.0001439,0.010983,,,19.5,5.925,1.0
9.99115241,0.0003917,0.019277,,,16.7,2.657,1.0
0.512581697,0.0002591,0.01472,,,45.2,1.5789,0.0
12.07760884,0.000151,0.011165,,,14.0,2.233,0.0
2.7296036,0.0001456,0.011314,,,18.4,2.721,1.0
3.59645081,0.0001496,0.012319,,,16.2,2.661,1.0
19.25404023,0.0009877,0.029607,,,50.7,4.6509,1.0
54.1558384,0.0011098,0.03773,,,29.1,4.432,1.0
0.567856484,0.0003348,0.016679,,,53.8,1.0258,1.0
251.0597249,0.0074198,0.372668,,,110.3,5.1095,0.0
3.016182013,0.0002225,0.014736,,,31.9,2.8349,1.0
6.8833761,0.0004584,0.019546,,,28.1,2.2702,1.0
4.919584997,0.0004257,0.019011,,,132.0,4.1988,1.0
1.22775877,0.046148,0.427993,,,292.7,2.7545,0.0
40.24649897,0.159414,0.52822,,,420.9,6.0203,0.0
2.27999662,0.012831,0.112311,,,366.8,5.7777,0.0
10.980246199,0.050078,0.223972,,,1555.4,3.74464,0.0
2.144632238,0.0198369,0.415349,,,334.8,6.2701,1.0
27.32204488,0.0774745,0.255925,,,3622.7,5.6716,0.0
18.11473813,0.0002415,0.016794,,,51.3,5.2706,1.0
6.24145791,0.0001637,0.011618,,,30.8,3.0998,1.0
20.4222447,0.00018930000000000002,0.012581,,,34.7,6.22,1.0
7.63846084,7.170000000000001e-05,0.007869,,,16.6,3.957,1.0
70.6981724,0.00035769999999999997,0.017221,,,37.7,6.632,1.0
3.74443645,7.329999999999999e-05,0.007798,,,25.4,2.9191,1.0
92.8747294,0.0006588,0.028851,,,37.9,7.474,1.0
13.93068791,0.0001865,0.015266,,,14.9,2.312,1.0
20.4074846,0.0003634,0.027361,,,24.5,8.839,1.0
13.6164547,0.00037610000000000003,0.210015,,,22.6,5.175,1.0
12.36564669,0.00038839999999999995,0.23938,,,22.8,3.644,0.0
10.35078415,0.0002731,0.016746,,,36.5,6.253,1.0
15.358767771,0.014638100000000001,0.112441,,,812.6,4.1223,1.0
3.93246069,0.0004555,0.019407,,,30.6,2.1763,1.0
0.921030497,0.0001015,0.009158,,,27.0,2.6077,1.0
1.507761203,0.0027736999999999996,0.35566,,,153.1,3.096,0.0
1.506019633,0.0001369,0.011071,,,18.8,2.408,0.0
35.14578122,0.006789399999999999,0.380065,,,86.8,2.253,0.0
5.960400011,0.0008282999999999999,0.029409,,,126.1,2.8617,1.0
6.487525901,0.020209,0.400824,,,74.3,2.4536,0.0
7.834433676,0.0020181,0.04418,,,246.6,2.89,1.0
3.005156911,0.0006916,0.027938,,,115.1,2.0747,1.0
58.0198583,0.0012866,0.044054,,,66.0,5.348,1.0
15.420409367,0.0147592,0.172989,,,268.5,2.3707,0.0
134.4785189,0.0040335,0.072121,,,149.9,5.9288,1.0
284.063137,0.0016281,0.043589,,,53.5,8.297,1.0
49.6220669,0.0005055,0.025794,,,47.6,7.222,1.0
8.08801663,0.0009529,0.030765,,,46.1,1.8334,1.0
11.55103848,0.00040280000000000003,0.018791,,,49.8,3.3601,1.0
4.469754641,0.0005539,0.022136,,,37.1,1.813,1.0
15.77382794,0.00031360000000000003,0.016277,,,30.4,4.957,1.0
60.0853848,0.0004322,0.020987,,,51.7,7.007,1.0
43.0343364,0.0005416,0.025125,,,50.0,6.571,1.0
68.958447,0.0001233,0.011473,,,30.0,3.128,1.0
63.0380366,0.0006587,0.023298,,,53.1,7.3702,1.0
9.69315023,0.0001418,0.01176,,,45.1,5.6725,1.0
3.29276797,8.07e-05,0.008673,,,40.8,4.8069,1.0
13.72710334,0.0001992,0.012888,,,62.5,7.3419,1.0
24.3110031,0.0001844,0.012424,,,48.9,8.7682,1.0
14.37504582,0.0002511,0.017825,,,15.7,3.208,1.0
8.48031229,0.0003511,0.021887,,,37.3,7.105,0.0
56.1886436,0.0003462,0.019925,,,35.6,6.5272,1.0
3.18899015,6.62e-05,0.007617,,,18.4,2.722,1.0
6.92101452,0.0005297,0.023135,,,39.9,4.3591,1.0
21.58752788,0.0003368,0.016798,,,34.0,4.4968,1.0
1.54320541,9.120000000000001e-05,0.008754,,,35.2,2.5779,1.0
49.5004725,0.0009652,0.027578,,,27.8,5.772,1.0
6.47539108,0.0005306,0.02122,,,28.1,2.7048,1.0
16.85825609,0.0007596,0.027757,,,21.8,2.0728,1.0
33.4178173,0.0011668,0.038586,,,28.4,4.645,1.0
2.053341891,6.55e-05,0.009704,,,23.2,2.596,1.0
7.47763833,0.00011,0.009635,,,26.2,2.5693,0.0
42.1918331,0.0004887,0.019889,,,25.7,7.083,1.0
59.9809868,0.0002824,0.018577,,,25.2,7.588,1.0
6.238535444,0.0004016,0.018412,,,274.5,3.5255,1.0
25.7457957,0.00014030000000000002,0.011447,,,19.3,7.073,1.0
11.92979348,0.0007093,0.0242,,,27.8,6.152,1.0
10.62788695,0.00032669999999999997,0.016923,,,22.6,4.576,1.0
9.549277089,0.0018269,0.038907,,,112.2,1.5832,1.0
1.104462494,0.0004691,0.019518,,,35.3,1.0458,1.0
3.73090026,0.00019119999999999999,0.014249,,,24.0,2.9095,1.0
2.787874175,0.0001974,0.012361,,,22.2,2.0348,1.0
11.17392077,0.00032480000000000003,0.016441,,,21.4,3.307,1.0
31.0325991,0.0007373999999999999,0.02592,,,17.6,3.476,1.0
0.512407185,0.0003292,0.016697,,,46.1,1.0579,0.0
2.455240626,0.036911900000000004,0.170837,,,1341.6,1.72722,1.0
28.5057217,0.0007557999999999999,0.026795,,,20.8,6.324,1.0
16.3012727,0.0002595,0.017701,,,19.7,3.974,1.0
21.86965714,0.0001255,0.01063,,,43.5,5.5177,1.0
13.32354078,0.00011659999999999999,0.009905,,,16.3,3.873,1.0
5.2438528,0.00013580000000000002,0.011058,,,17.8,10.539,0.0
3.60082855,0.0002963,0.015617,,,17.9,1.938,1.0
5.72716067,0.00031089999999999997,0.016114,,,16.0,2.23,1.0
18.01164974,0.00010779999999999999,0.011469,,,60.8,6.7367,1.0
36.292017,0.0003747,0.01758,,,21.4,8.198,1.0
12.4128518,0.0001081,0.010188,,,19.4,4.298,1.0
3.92453009,0.0004635,0.019616,,,25.3,3.691,1.0
15.79196594,0.0002031,0.012882,,,77.3,7.2772,1.0
3.11604194,0.0003452,0.016885,,,18.8,1.7763,1.0
12.7372371,0.0001008,0.009176,,,12.9,3.358,1.0
40.0306267,0.0002145,0.013429,,,19.5,4.815,1.0
3.03267135,4.24e-05,0.005931,,,15.6,1.774,1.0
251.7512,0.0001143,0.01244,,,7.5,4.314,0.0
0.833980196,0.0002612,0.015277,,,56.9,1.756,0.0
1.926353494,0.0001851,0.013594,,,36.9,2.5305,0.0
0.890737359,0.00019580000000000002,0.161113,,,37.7,1.9257,0.0
321.2124365,0.0023585999999999998,0.051603,,,81.7,4.012,1.0
7.13895376,0.0002542,0.213296,,,32.9,4.568,0.0
11.29689442,0.0001985,0.013526,,,20.9,4.623,1.0
19.30112039,0.0002323,0.016082,,,45.0,6.0752,0.0
1.152216965,0.012072,0.113752,,,104.5,2.2245,0.0
10.06083238,0.00046019999999999996,0.020765,,,86.4,4.5718,1.0
0.971933156,0.004786,0.499217,,,223.1,1.9265,0.0
121.5991278,0.010537,4.104438,,,297.0,15.1596,0.0
15.068060768,0.019387,0.156734,,,282.8,3.3011,0.0
7.886632468,0.0063311999999999995,0.07252,,,392.3,5.2147,1.0
8.027681123,0.0087254,0.087025,,,461.5,3.0942,1.0
10.581581895,0.112642,0.310843,,,1241.4,6.66929,0.0
