kepid,is_planet,orbital_period,transit_depth,radius_ratio,stellar_radius,stellar_mass,signal_to_noise,duration_hours,mission,pl_name
5725087,0.0,0.366197145,0.0002753,0.014924,,,16.7,1.2335,kepler,
5364071,1.0,18.59611518,0.0008137999999999999,0.025959,,,27.6,2.3052,kepler,Kepler-49 e
11498128,1.0,106.247882,0.00039739999999999996,0.01889,,,24.0,13.78,kepler,Kepler-1177 b
5342473,1.0,4.64495172,0.0001474,0.011202,,,19.8,3.366,kepler,Kepler-1818 b
9334893,,16.6671415,0.000175,0.012198,,,17.9,3.526,kepler,
9334893,1.0,31.8055128,0.0001417,0.011023,,,10.9,3.979,kepler,Kepler-1178 b
3861595,1.0,3.849371737,0.0012986,0.039601,,,132.7,2.632,kepler,Kepler-1658 b
6521045,1.0,12.81590421,0.0002205,0.014067,,,106.7,6.3856,kepler,Kepler-100 c
11752906,1.0,20.6180348,0.0007695,0.024893,,,16.3,3.267,kepler,Kepler-2000 c
12071037,0.0,6.0959841,0.0001127,0.010253,,,29.2,10.39,kepler,
8494617,1.0,22.9221181,0.00014030000000000002,0.011289,,,24.0,8.2,kepler,Kepler-1218 b
10289119,1.0,16.10474503,0.0001241,0.010181,,,25.4,5.712,kepler,Kepler-1219 b
10341905,0.0,0.93374232,0.0003514,0.207803,,,49.1,6.552,kepler,
7382313,1.0,7.42697378,0.0002052,0.013086,,,15.4,3.206,kepler,Kepler-1220 b
6521045,1.0,6.88707073,6.87e-05,0.008082,,,38.2,4.4679,kepler,Kepler-100 b
8292840,1.0,100.2830675,0.00035119999999999997,0.017719,,,81.9,10.8636,kepler,Kepler-126 d
8753896,1.0,3.24417541,0.0003719,0.019378,,,18.0,1.992,kepler,Kepler-389 b
8753896,1.0,14.5123622,0.00035580000000000003,0.021852,,,11.8,4.163,kepler,Kepler-389 c
8746295,0.0,6.85567248,0.00019769999999999998,0.013131,,,17.2,2.268,kepler,
10090257,0.0,2.28607282,0.0002618,0.014211,,,35.9,7.82,kepler,
6521045,1.0,35.3331932,9.97e-05,0.009621,,,28.8,5.966,kepler,Kepler-100 d
3425851,,110.3783828,0.0004898,0.020351,,,108.9,12.211,kepler,
6846911,1.0,14.02634692,0.0004036,0.021529,,,19.3,1.2808,kepler,Kepler-1842 b
6525185,0.0,1.71030803,0.000216,0.01348,,,21.0,2.718,kepler,
8247770,,8.28157072,0.0001392,0.010655,,,12.9,3.1,kepler,
10812504,0.0,79.9201319,0.0013268,0.03473,,,21.9,4.482,kepler,
8866102,1.0,17.83367834,0.0003269,0.016638,,,154.5,4.5112,kepler,Kepler-410 A b
8077137,1.0,22.8030252,6.29e-05,0.007316,,,20.4,4.768,kepler,Kepler-128 c
6867588,,0.82628442,0.0001349,0.010598,,,25.6,0.9603,kepler,
7501646,,6.37705295,0.0005028,0.02038,,,17.9,1.949,kepler,
6962977,1.0,20.8341497,0.0008031000000000001,0.025636,,,26.2,4.522,kepler,Kepler-292 f
6962977,1.0,7.0556584,0.0007056,0.024103,,,32.1,3.0479,kepler,Kepler-292 d
2441495,1.0,12.49340725,0.0007157,0.025332,,,76.2,2.2614,kepler,Kepler-479 b
6962977,1.0,11.97884409,0.0007079,0.023868,,,27.8,3.751,kepler,Kepler-292 e
6962977,1.0,3.71545593,0.0003317,0.01657,,,19.6,2.558,kepler,Kepler-292 c
6962977,1.0,2.58083264,0.0002702,0.014804,,,17.5,2.1729,kepler,Kepler-292 b
7174351,0.0,1.487084251,0.0002957,0.016766,,,17.9,1.3233,kepler,
11032227,1.0,7.19304935,0.0002553,0.014669,,,19.0,3.407,kepler,Kepler-850 b
11356260,1.0,8.50698069,0.0002955,0.017613,,,20.7,2.938,kepler,Kepler-851 b
11600889,1.0,0.669310092,0.0001318,0.010342,,,75.3,1.6274,kepler,Kepler-407 b
11197126,0.0,4.494498254,0.0002482,0.167135,,,39.3,1.9742,kepler,
8692861,1.0,242.467406,0.00034030000000000003,0.016782,,,23.2,12.808,kepler,Kepler-69 c
11043167,1.0,44.9306706,0.0004384,0.019559,,,33.8,6.539,kepler,Kepler-852 b
11336883,1.0,7.16893064,0.00011279999999999999,0.010094,,,36.3,4.6766,kepler,Kepler-853 b
7768451,,192.667139,0.0011482999999999999,0.037986,,,26.0,5.443,kepler,
7691260,1.0,3.989544192,0.00019,0.012443,,,26.2,1.591,kepler,Kepler-882 b
9821454,1.0,17.9776037,0.0002139,0.014377,,,23.3,4.605,kepler,Kepler-59 c
9821454,1.0,11.8693144,0.00010190000000000001,0.009947,,,13.9,4.653,kepler,Kepler-59 b
11954842,1.0,12.98494603,0.00025719999999999996,0.01467,,,38.4,3.4497,kepler,Kepler-883 b
12504988,0.0,5.093938816,0.025026700000000002,0.152118,,,1131.7,3.93144,kepler,
11764462,1.0,5.69919592,0.0001594,0.011409,,,35.3,2.3906,kepler,Kepler-884 b
10006581,1.0,40.1097817,0.000732,0.024334,,,40.3,5.2096,kepler,Kepler-902 b
9631995,1.0,7.891448838,0.0103446,0.093464,,,1955.1,4.2854,kepler,Kepler-422 b
5771719,0.0,12.264867364,0.0113109,0.110513,,,560.2,4.7366,kepler,
10027323,1.0,5.92365747,0.0004065,0.018295,,,26.4,2.6302,kepler,Kepler-309 b
10027323,1.0,105.3582299,0.0012102,0.034493,,,22.6,3.81,kepler,Kepler-309 c
5039228,,7.79668781,0.0003613,0.017502,,,48.5,4.6699,kepler,
10004738,1.0,56.4758069,0.0010918,0.035104,,,70.0,5.961,kepler,Kepler-310 c
5531953,,3.53105835,0.0003108,0.231298,,,11.7,1.778,kepler,
9071386,0.0,4.693305543,0.0145229,0.111211,,,1765.2,5.17249,kepler,
2987027,1.0,17.276296682,0.010458,0.090661,,,871.4,3.94738,kepler,Kepler-489 b
5531953,,21.9139549,0.0005844,0.226556,,,11.8,3.271,kepler,
6034945,1.0,9.11500269,0.0002683,0.015881,,,21.7,4.558,kepler,Kepler-927 b
6048024,0.0,62.81584402,0.0016884,0.353656,,,54.6,2.6901,kepler,
6049190,1.0,70.468171,0.0009224,0.027996,,,45.0,6.653,kepler,Kepler-1764 b
8453214,0.0,5.77676732,0.0057948,0.372037,,,74.1,6.822,kepler,
5110423,0.0,2.685223546,0.0054946000000000005,0.369077,,,238.7,4.0632,kepler,
5444384,0.0,1.519529227,0.0083725,0.097397,,,155.1,5.1675,kepler,
4743513,0.0,2.086075752,0.0036578,0.066543,,,102.2,2.2647,kepler,
5728139,1.0,5.334082429,0.0046765,0.062872,,,653.4,6.2226,kepler,Kepler-433 b
9909735,1.0,4.66271902,0.0016305999999999998,0.037636,,,28.2,2.757,kepler,Kepler-318 b
9909735,1.0,11.8150174,0.001003,0.033946,,,10.5,2.834,kepler,Kepler-318 c
8892721,0.0,61.4913415,0.0036924,0.069936,,,70.5,9.627,kepler,
3338885,1.0,1.970340203,0.0004032,0.021783,,,56.3,1.7901,kepler,Kepler-975 b
3338885,1.0,5.05821338,0.0007482999999999999,0.058714,,,43.2,1.132,kepler,Kepler-975 c
10593759,0.0,3.132604547,0.009969200000000001,0.377855,,,222.3,3.6337,kepler,
6152974,1.0,20.172024672,0.005368100000000001,0.066137,,,226.8,3.1488,kepler,Kepler-118 c
9886255,1.0,105.9566815,0.0022864,0.043403,,,51.8,6.9988,kepler,Kepler-976 b
6776401,1.0,26.85323647,0.0009658,0.027896,,,53.3,4.4557,kepler,Kepler-977 b
8218379,,10.1384691,9.279999999999999e-05,0.008748,,,9.1,4.026,kepler,
7755636,1.0,16.00496657,0.0003775,0.017862,,,49.8,6.5047,kepler,Kepler-1015 b
5021737,0.0,15.03946326,0.0052377,0.07857,,,181.6,5.1008,kepler,
4249725,1.0,12.7945474,0.0008167000000000001,0.025596,,,54.1,3.4197,kepler,Kepler-120 c
9411166,1.0,1.954525966,0.0003928,0.019224,,,43.1,2.0944,kepler,Kepler-1016 b
9411166,1.0,105.6552651,0.0013669,0.033986,,,42.3,9.39,kepler,Kepler-1016 c
4989057,1.0,7.23400381,0.0004533,0.019155,,,34.3,2.165,kepler,Kepler-1017 b
10384798,1.0,38.505224,0.0006952000000000001,0.025468,,,35.5,5.941,kepler,Kepler-1043 b
3832716,0.0,1.141877248,0.30949,0.593216,,,2036.3,4.33931,kepler,
4833421,1.0,5.766165573,0.00036480000000000003,0.017485,,,65.6,3.8314,kepler,Kepler-122 b
9834040,1.0,6.77408984,0.0005202999999999999,0.020933,,,33.6,2.6215,kepler,Kepler-1044 b
10616415,0.0,1.120646438,0.0003225,0.202822,,,45.7,1.7664,kepler,
8802693,1.0,26.41044199,0.0009911,0.03051,,,31.2,3.0715,kepler,Kepler-1045 b
6061773,1.0,8.27745764,0.0001972,0.012663,,,17.3,2.713,kepler,Kepler-1783 b
4247791,0.0,4.100870416,0.123521,0.500096,,,2619.2,8.15361,kepler,
7219825,1.0,26.6951944,0.0001326,0.010567,,,13.4,4.576,kepler,Kepler-123 c
9304101,1.0,13.24503482,0.0001561,0.011651,,,35.7,4.4078,kepler,Kepler-1079 b
10674871,,41.88970036,0.0013044,0.324673,,,20.9,1.35,kepler,
11360571,1.0,77.2550726,0.0005895,0.024976,,,44.0,10.214,kepler,Kepler-1080 b
6032517,0.0,1.791406261,0.0003455,0.040184,,,60.7,2.8159,kepler,
6035124,1.0,3.85690686,0.0001278,0.010442,,,24.3,2.0808,kepler,Kepler-1081 b
4349452,1.0,12.720370263,0.0011801,0.03461,,,485.5,2.7306,kepler,Kepler-25 c
10404582,1.0,10.32736351,0.0001269,0.011237,,,9.7,1.889,kepler,Kepler-362 b
6021193,1.0,11.93205399,0.0001785,0.01206,,,32.3,6.205,kepler,Kepler-363 d
6021193,1.0,7.54235832,0.0001325,0.0105,,,25.8,4.73,kepler,Kepler-363 c
6021193,1.0,3.61460279,6.48e-05,0.007519,,,14.9,3.227,kepler,Kepler-363 b
10617017,1.0,13.15140223,9.779999999999999e-05,0.010455,,,25.5,5.439,kepler,Kepler-1121 b
3229150,1.0,18.5084526,0.0007589,0.286358,,,30.1,6.596,kepler,Kepler-1979 b
9580992,,37.8034121,0.0006781000000000001,0.033027,,,20.2,4.641,kepler,
12058204,1.0,5.53533152,0.00026060000000000005,0.014566,,,27.5,2.793,kepler,Kepler-373 b
12058204,1.0,16.7261969,0.0001949,0.01301,,,11.6,2.708,kepler,Kepler-373 c
5357545,1.0,3.757294695,0.00027330000000000003,0.015786,,,23.4,0.9269,kepler,Kepler-1809 b
6871071,1.0,3.2828024,0.0001425,0.010816,,,24.4,3.2532,kepler,Kepler-374 c
6871071,1.0,5.02818253,0.00018130000000000002,0.012294,,,26.1,3.526,kepler,Kepler-374 d
6871071,1.0,1.897828815,0.0001324,0.010464,,,27.2,2.7114,kepler,Kepler-374 b
9334893,,2.47240869,4.75e-05,0.006282,,,9.0,1.87,kepler,
9963265,1.0,16.48686712,0.0009878999999999999,0.23474,,,22.1,1.431,kepler,Kepler-1819 b
10583761,1.0,2.685054445,0.00025269999999999996,0.016076,,,28.9,1.0473,kepler,Kepler-1179 b
11922722,0.0,3.51289168,0.000131,0.010499,,,27.3,3.313,kepler,
7542813,1.0,16.8600805,0.0002734,0.016086,,,22.4,5.557,kepler,Kepler-1180 b
4458082,1.0,4.89336495,0.0001383,0.010904,,,15.9,3.485,kepler,Kepler-1181 b
4458082,1.0,8.93484887,0.0001359,0.012415,,,9.7,2.579,kepler,Kepler-1181 c
4665571,1.0,4.60300256,0.0003025,0.015352,,,22.2,2.6848,kepler,Kepler-1834 b
4665571,1.0,0.766691517,0.000244,0.014221,,,29.5,1.2638,kepler,Kepler-1834 c
4829935,0.0,16.9329284,0.0004883,0.020585,,,20.4,1.218,kepler,
12115188,0.0,0.495434094,0.00028789999999999995,0.015358,,,57.2,1.2496,kepler,
9269042,1.0,12.00089667,0.0004207,0.019481,,,20.0,3.266,kepler,Kepler-1221 b
6199056,,1.169010526,0.0001659,0.143947,,,37.1,1.1717,kepler,
11461433,1.0,1.916940872,0.0001051,0.009377,,,17.7,1.4243,kepler,Kepler-1222 b
5385439,0.0,12.425866431,0.0002579,0.020606,,,62.2,29.1428,kepler,
5963582,1.0,25.5433704,0.00013859999999999998,0.010853,,,28.4,8.567,kepler,Kepler-1843 b
8189801,,0.66682654,0.0005116000000000001,0.024547,,,33.4,0.7847,kepler,
11403389,1.0,45.0909201,0.00043630000000000003,0.024803,,,14.1,4.605,kepler,Kepler-1251 b
9851662,1.0,15.0539886,0.0002215,0.016079,,,16.3,4.422,kepler,Kepler-1252 b
10453588,1.0,68.8861017,0.0001439,0.010983,,,19.5,5.925,kepler,Kepler-1253 b
11125613,1.0,9.99115241,0.0003917,0.019277,,,16.7,2.657,kepler,Kepler-1254 b
8256453,,1.347512632,0.0026518,0.313479,,,88.7,1.9817,kepler,
9474493,0.0,0.512581697,0.0002591,0.01472,,,45.2,1.5789,kepler,
4551663,0.0,12.07760884,0.000151,0.011165,,,14.0,2.233,kepler,
12257999,,18.55581565,0.0005658999999999999,0.021575,,,33.2,5.372,kepler,
6922203,,13.33094869,0.0007256000000000001,0.228694,,,17.1,1.426,kepler,
9896018,1.0,2.7296036,0.0001456,0.011314,,,18.4,2.721,kepler,Kepler-1859 b
9896018,1.0,3.59645081,0.0001496,0.012319,,,16.2,2.661,kepler,Kepler-1859 c
6932987,1.0,19.25404023,0.0009877,0.029607,,,50.7,4.6509,kepler,Kepler-293 b
6932987,1.0,54.1558384,0.0011098,0.03773,,,29.1,4.432,kepler,Kepler-293 c
6934291,1.0,0.567856484,0.0003348,0.016679,,,53.8,1.0258,kepler,Kepler-828 b
7357531,0.0,251.0597249,0.0074198,0.372668,,,110.3,5.1095,kepler,
7287415,1.0,3.016182013,0.0002225,0.014736,,,31.9,2.8349,kepler,Kepler-1745 b
6924203,1.0,6.8833761,0.0004584,0.019546,,,28.1,2.2702,kepler,Kepler-829 b
11666881,1.0,4.919584997,0.0004257,0.019011,,,132.0,4.1988,kepler,Kepler-480 b
12506351,0.0,1.22775877,0.046148,0.427993,,,292.7,2.7545,kepler,
7622486,0.0,40.24649897,0.159414,0.52822,,,420.9,6.0203,kepler,
7622486,0.0,2.27999662,0.012831,0.112311,,,366.8,5.7777,kepler,
9705459,,2.48658617,0.042122,0.186457,,,91.6,2.7189,kepler,
7802136,0.0,10.980246199,0.050078,0.223972,,,1555.4,3.74464,kepler,
7532973,1.0,2.144632238,0.0198369,0.415349,,,334.8,6.2701,kepler,Kepler-854 b
9632895,0.0,27.32204488,0.0774745,0.255925,,,3622.7,5.6716,kepler,
11656246,1.0,18.11473813,0.0002415,0.016794,,,51.3,5.2706,kepler,Kepler-885 b
7808587,1.0,6.24145791,0.0001637,0.011618,,,30.8,3.0998,kepler,Kepler-886 b
4741126,1.0,20.4222447,0.00018930000000000002,0.012581,,,34.7,6.22,kepler,Kepler-887 b
4741126,1.0,7.63846084,7.170000000000001e-05,0.007869,,,16.6,3.957,kepler,Kepler-887 c
11669125,1.0,70.6981724,0.00035769999999999997,0.017221,,,37.7,6.632,kepler,Kepler-888 b
12159249,1.0,3.74443645,7.329999999999999e-05,0.007798,,,25.4,2.9191,kepler,Kepler-889 b
9872292,,10.19154678,6.13e-05,0.007567,,,27.6,6.165,kepler,
10004738,1.0,92.8747294,0.0006588,0.028851,,,37.9,7.474,kepler,Kepler-310 d
10004738,1.0,13.93068791,0.0001865,0.015266,,,14.9,2.312,kepler,Kepler-310 b
5474613,1.0,20.4074846,0.0003634,0.027361,,,24.5,8.839,kepler,Kepler-1659 c
5474613,1.0,13.6164547,0.00037610000000000003,0.210015,,,22.6,5.175,kepler,Kepler-1659 b
4860932,0.0,12.36564669,0.00038839999999999995,0.23938,,,22.8,3.644,kepler,
5438757,1.0,10.35078415,0.0002731,0.016746,,,36.5,6.253,kepler,Kepler-903 b
5972334,1.0,15.358767771,0.014638100000000001,0.112441,,,812.6,4.1223,kepler,Kepler-487 b
6198999,1.0,3.93246069,0.0004555,0.019407,,,30.6,2.1763,kepler,Kepler-928 b
6310636,1.0,0.921030497,0.0001015,0.009158,,,27.0,2.6077,kepler,Kepler-929 b
6312534,0.0,1.507761203,0.0027736999999999996,0.35566,,,153.1,3.096,kepler,
6470917,0.0,1.506019633,0.0001369,0.011071,,,18.8,2.408,kepler,
6611330,0.0,35.14578122,0.006789399999999999,0.380065,,,86.8,2.253,kepler,
6616218,1.0,5.960400011,0.0008282999999999999,0.029409,,,126.1,2.8617,kepler,Kepler-314 c
5450814,0.0,6.487525901,0.020209,0.400824,,,74.3,2.4536,kepler,
11551692,1.0,7.834433676,0.0020181,0.04418,,,246.6,2.89,kepler,Kepler-411 c
11551692,1.0,3.005156911,0.0006916,0.027938,,,115.1,2.0747,kepler,Kepler-411 b
11551692,1.0,58.0198583,0.0012866,0.044054,,,66.0,5.348,kepler,Kepler-411 d
8678664,0.0,15.420409367,0.0147592,0.172989,,,268.5,2.3707,kepler,
10005758,1.0,134.4785189,0.0040335,0.072121,,,149.9,5.9288,kepler,Kepler-1662 b
10005758,1.0,284.063137,0.0016281,0.043589,,,53.5,8.297,kepler,Kepler-1662 c
7430034,1.0,49.6220669,0.0005055,0.025794,,,47.6,7.222,kepler,Kepler-978 b
9735426,1.0,8.08801663,0.0009529,0.030765,,,46.1,1.8334,kepler,Kepler-979 b
8826168,1.0,11.55103848,0.00040280000000000003,0.018791,,,49.8,3.3601,kepler,Kepler-980 b
10464050,1.0,4.469754641,0.0005539,0.022136,,,37.1,1.813,kepler,Kepler-981 b
9763348,1.0,15.77382794,0.00031360000000000003,0.016277,,,30.4,4.957,kepler,Kepler-982 b
8804397,1.0,60.0853848,0.0004322,0.020987,,,51.7,7.007,kepler,Kepler-983 b
9662811,1.0,43.0343364,0.0005416,0.025125,,,50.0,6.571,kepler,Kepler-984 b
5108214,,2.11913005,2.87e-05,0.005188,,,21.5,4.141,kepler,
9955598,1.0,68.958447,0.0001233,0.011473,,,30.0,3.128,kepler,Kepler-409 b
5770074,1.0,63.0380366,0.0006587,0.023298,,,53.1,7.3702,kepler,Kepler-1675 b
10136549,1.0,9.69315023,0.0001418,0.01176,,,45.1,5.6725,kepler,Kepler-337 c
10136549,1.0,3.29276797,8.07e-05,0.008673,,,40.8,4.8069,kepler,Kepler-337 b
5511081,1.0,13.72710334,0.0001992,0.012888,,,62.5,7.3419,kepler,Kepler-338 b
5511081,1.0,24.3110031,0.0001844,0.012424,,,48.9,8.7682,kepler,Kepler-338 c
10024701,1.0,14.37504582,0.0002511,0.017825,,,15.7,3.208,kepler,Kepler-1046 b
9851271,0.0,8.48031229,0.0003511,0.021887,,,37.3,7.105,kepler,
12154526,1.0,56.1886436,0.0003462,0.019925,,,35.6,6.5272,kepler,Kepler-1047 b
12154526,1.0,3.18899015,6.62e-05,0.007617,,,18.4,2.722,kepler,Kepler-1047 c
12154526,,1.72110057,2.97e-05,0.005467,,,9.3,1.922,kepler,
6665512,1.0,6.92101452,0.0005297,0.023135,,,39.9,4.3591,kepler,Kepler-1048 b
4833421,1.0,21.58752788,0.0003368,0.016798,,,34.0,4.4968,kepler,Kepler-122 d
12058147,1.0,1.54320541,9.120000000000001e-05,0.008754,,,35.2,2.5779,kepler,Kepler-1082 b
8164257,1.0,49.5004725,0.0009652,0.027578,,,27.8,5.772,kepler,Kepler-357 d
8164257,1.0,6.47539108,0.0005306,0.02122,,,28.1,2.7048,kepler,Kepler-357 b
8164257,1.0,16.85825609,0.0007596,0.027757,,,21.8,2.0728,kepler,Kepler-357 c
8866137,1.0,33.4178173,0.0011668,0.038586,,,28.4,4.645,kepler,Kepler-1083 b
7219825,,362.97828,0.00026060000000000005,0.014788,,,13.0,14.083,kepler,
10857519,1.0,2.053341891,6.55e-05,0.009704,,,23.2,2.596,kepler,Kepler-1084 b
3229150,,44.7055876,0.00047180000000000003,0.70871,,,12.0,6.262,kepler,
7989422,0.0,7.47763833,0.00011,0.009635,,,26.2,2.5693,kepler,
9641481,1.0,42.1918331,0.0004887,0.019889,,,25.7,7.083,kepler,Kepler-1122 b
10253547,1.0,59.9809868,0.0002824,0.018577,,,25.2,7.588,kepler,Kepler-364 c
4349452,1.0,6.238535444,0.0004016,0.018412,,,274.5,3.5255,kepler,Kepler-25 b
10253547,1.0,25.7457957,0.00014030000000000002,0.011447,,,19.3,7.073,kepler,Kepler-364 b
12505076,1.0,11.92979348,0.0007093,0.0242,,,27.8,6.152,kepler,Kepler-1799 b
6871071,,7.66462913,0.0001141,0.009699,,,13.2,3.614,kepler,
6287313,1.0,10.62788695,0.00032669999999999997,0.016923,,,22.6,4.576,kepler,Kepler-1147 b
9289704,,34.135676,0.000622,0.023039,,,8.6,9.12,kepler,
9390653,1.0,9.549277089,0.0018269,0.038907,,,112.2,1.5832,kepler,Kepler-504 b
9278725,1.0,1.104462494,0.0004691,0.019518,,,35.3,1.0458,kepler,Kepler-1148 b
8892157,1.0,3.73090026,0.00019119999999999999,0.014249,,,24.0,2.9095,kepler,Kepler-1149 b
11569782,1.0,2.787874175,0.0001974,0.012361,,,22.2,2.0348,kepler,Kepler-1150 b
8042453,1.0,11.17392077,0.00032480000000000003,0.016441,,,21.4,3.307,kepler,Kepler-1182 b
10874215,1.0,31.0325991,0.0007373999999999999,0.02592,,,17.6,3.476,kepler,Kepler-1820 b
6666233,0.0,0.512407185,0.0003292,0.016697,,,46.1,1.0579,kepler,
5794240,1.0,2.455240626,0.036911900000000004,0.170837,,,1341.6,1.72722,kepler,Kepler-45 b
7661065,,4.150297119,0.0005934,0.032359,,,24.2,1.2058,kepler,
3749978,1.0,28.5057217,0.0007557999999999999,0.026795,,,20.8,6.324,kepler,Kepler-1183 b
7984574,,11.6191707,0.0007004,0.024284,,,18.5,1.819,kepler,
10336951,,38.2292037,0.0006058,0.023157,,,21.0,3.893,kepler,
8481129,1.0,16.3012727,0.0002595,0.017701,,,19.7,3.974,kepler,Kepler-1223 b
8292840,1.0,21.86965714,0.0001255,0.01063,,,43.5,5.5177,kepler,Kepler-126 c
2142522,1.0,13.32354078,0.00011659999999999999,0.009905,,,16.3,3.873,kepler,Kepler-1224 b
6364215,,2.10081629,0.0001691,0.016455,,,15.3,2.8182,kepler,
6364215,0.0,5.2438528,0.00013580000000000002,0.011058,,,17.8,10.539,kepler,
11125613,1.0,3.60082855,0.0002963,0.015617,,,17.9,1.938,kepler,Kepler-1254 c
11125613,1.0,5.72716067,0.00031089999999999997,0.016114,,,16.0,2.23,kepler,Kepler-1254 d
7670943,1.0,18.01164974,0.00010779999999999999,0.011469,,,60.8,6.7367,kepler,Kepler-1713 b
8074328,,4.267961416,0.0001274,0.010492,,,24.6,1.3427,kepler,
7212184,1.0,36.292017,0.0003747,0.01758,,,21.4,8.198,kepler,Kepler-1255 b
8559152,1.0,12.4128518,0.0001081,0.010188,,,19.4,4.298,kepler,Kepler-1256 b
2718778,1.0,3.92453009,0.0004635,0.019616,,,25.3,3.691,kepler,Kepler-1844 b
9896018,,10.30148508,0.0001627,0.011853,,,12.6,3.903,kepler,
10586004,1.0,15.79196594,0.0002031,0.012882,,,77.3,7.2772,kepler,Kepler-129 b
11037511,1.0,3.11604194,0.0003452,0.016885,,,18.8,1.7763,kepler,Kepler-1281 b
11818872,1.0,12.7372371,0.0001008,0.009176,,,12.9,3.358,kepler,Kepler-1860 b
11771430,1.0,40.0306267,0.0002145,0.013429,,,19.5,4.815,kepler,Kepler-1861 b
10387742,1.0,3.03267135,4.24e-05,0.005931,,,15.6,1.774,kepler,Kepler-1998 b
10387742,0.0,251.7512,0.0001143,0.01244,,,7.5,4.314,kepler,
6878167,0.0,0.833980196,0.0002612,0.015277,,,56.9,1.756,kepler,
6863839,0.0,1.926353494,0.0001851,0.013594,,,36.9,2.5305,kepler,
7296086,0.0,0.890737359,0.00019580000000000002,0.161113,,,37.7,1.9257,kepler,
6766634,1.0,321.2124365,0.0023585999999999998,0.051603,,,81.7,4.012,kepler,Kepler-1746 b
6774826,0.0,7.13895376,0.0002542,0.213296,,,32.9,4.568,kepler,
7211469,1.0,11.29689442,0.0001985,0.013526,,,20.9,4.623,kepler,Kepler-830 b
7375795,0.0,19.30112039,0.0002323,0.016082,,,45.0,6.0752,kepler,
7449844,0.0,1.152216965,0.012072,0.113752,,,104.5,2.2245,kepler,
11402995,1.0,10.06083238,0.00046019999999999996,0.020765,,,86.4,4.5718,kepler,Kepler-481 b
7842610,0.0,0.971933156,0.004786,0.499217,,,223.1,1.9265,kepler,
7830637,0.0,121.5991278,0.010537,4.104438,,,297.0,15.1596,kepler,
4760746,0.0,15.068060768,0.019387,0.156734,,,282.8,3.3011,kepler,
7832356,1.0,7.886632468,0.0063311999999999995,0.07252,,,392.3,5.2147,kepler,Kepler-855 b
9643874,1.0,8.027681123,0.0087254,0.087025,,,461.5,3.0942,kepler,Kepler-856 b
9963461,0.0,10.581581895,0.112642,0.310843,,,1241.4,6.66929,kepler,
8081482,,2.819453322,0.071867,0.254092,,,202.0,4.4127,kepler,
5376836,,3.479425638,0.01955,0.134097,,,123.3,3.4479,kepler,
5649956,0.0,1.207852845,0.04972,0.443443,,,205.9,3.5802,kepler,
4840513,,2.379282197,0.048434,0.20283,,,538.0,3.1729,kepler,
8113154,0.0,2.586878667,0.02548,0.154998,,,261.3,6.1614,kepler,
5438757,1.0,62.9224936,0.0004178,0.023333,,,28.7,11.64,kepler,Kepler-903 c
4860678,1.0,9.97716876,0.0002529,0.014328,,,21.8,5.908,kepler,Kepler-1758 b
4860678,,3.03359398,9.559999999999999e-05,0.008811,,,12.3,4.026,kepler,
5177104,1.0,3.02168007,0.0001719,0.012175,,,32.9,2.8264,kepler,Kepler-904 b
10033279,0.0,72.4914068,0.0010635,0.050904,,,39.2,3.612,kepler,
5009189,0.0,4.93913074,0.0003829,0.188082,,,22.0,1.362,kepler,
9886661,1.0,5.082748362,0.0002767,0.014971,,,40.9,1.7732,kepler,Kepler-905 b
10666242,0.0,87.24250316,0.0178605,0.152059,,,335.2,4.1206,kepler,
6616218,1.0,2.46106962,8.42e-05,0.008661,,,18.0,2.184,kepler,Kepler-314 b
6696462,,3.403743926,0.0008158999999999999,0.115663,,,59.5,1.5017,kepler,
6699368,,3.690317047,0.0004655,0.175786,,,43.0,1.3784,kepler,
6803855,1.0,71.4523167,0.00021690000000000001,0.013504,,,16.6,6.276,kepler,Kepler-930 b
6891366,0.0,1.752564549,0.00011659999999999999,0.010683,,,38.0,3.503,kepler,
6891637,0.0,1.752553762,0.0004147,0.018419,,,32.5,3.877,kepler,
10158418,,5.007414194,0.004413899999999999,0.07733,,,196.6,1.3584,kepler,
3762468,1.0,3.003879547,0.008538,0.085668,,,80.8,3.2848,kepler,Kepler-493 b
9366989,0.0,1.219034472,0.0069238,0.075454,,,99.2,2.151,kepler,
3128793,0.0,24.68662378,0.0080523,0.085729,,,210.9,15.168,kepler,
5864975,1.0,98.7179332,0.00732,0.081484,,,124.4,6.593,kepler,Kepler-950 b
2975770,1.0,71.52543938,0.0059043,0.06781,,,111.3,5.9189,kepler,Kepler-951 b
2975770,0.0,369.069345,0.0009459,0.036085,,,11.7,5.832,kepler,
5992270,,58.4302648,0.0018495,0.051888,,,34.1,7.18,kepler,
6152974,1.0,7.51854537,0.0002867,0.015061,,,19.4,2.845,kepler,Kepler-118 b
11570749,,46.2991052,0.0008549,0.026296,,,55.0,5.2481,kepler,
11297236,1.0,88.6440015,0.0006255,0.024607,,,57.6,7.82,kepler,Kepler-1771 b
8160953,1.0,116.3311739,0.0015863,0.035703,,,31.5,7.025,kepler,Kepler-985 b
8625821,0.0,45.3968385,0.0013552,0.275783,,,38.9,4.477,kepler,
4157325,1.0,6.31943553,0.0005811,0.024241,,,61.0,3.3422,kepler,Kepler-416 b
4545187,1.0,3.177414601,0.0011343,0.034227,,,113.7,1.5262,kepler,Kepler-121 b
